match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,Career_Wickets_Team1,Career_Wickets_Team2,Career_economy_Team1,Career_economy_Team2,Career_dots_Team1,Career_dots_Team2,Career_Fours_Team1,Career_Fours_Team2,Career_Six_Team1,Career_Six_Team2,Career_Wide_Team1,Career_Wide_Team2,Career_avg_Team1,Career_avg_Team2,Career_Wickets_Team1_1st,Career_Wickets_Team2_1st,Career_Wickets_Team1_2nd,Career_Wickets_Team2_2nd,Career_economy_Team1_1st,Career_economy_Team2_1st,Career_economy_Team1_2nd,Career_economy_Team2_2nd,Career_Wickets_Team1_recent,Career_Wickets_Team2_recent,Career_Eco_Team1_recent,Career_Eco_Team2_recent,Career_Eco_Team1_recent_1st,Career_Eco_Team2_recent_1st,Career_Eco_Team1_recent_2nd,Career_Eco_Team2_recent_2nd,Career_Wickets_Team1_recent_1st,Career_Wickets_Team2_recent_1st,Career_Wickets_Team1_recent_2nd,Career_Wickets_Team2_recent_2nd
9516415,Mi Is,30435,238727.0:5043310.0:7537004.0:3125562.0:8191868.0:8713270.0:6249256.0:4171859.0:8227974.0:230775.0:1907352.0:8118914.0,Ci Sr Ks,30414,2653993.0:7422673.0:1945425.0:5001170.0:232000.0:1642738.0:196580.0:2294823.0:3519011.0:2658445.0:5757884.0:3130840.0,Ci Sr Ks,30414,Ci Sr Ks,field,We Sm Mi,Mumbai,2023-04-08,night match,In Pr Le,2023,5004,0.7894736842105263,1.0,161.73333333333332,33.33,164.46666666666667,17.6,34.0,11.691621428571429,8.833716049111072,8.493414634146342,8.172044882370038,1.8841056910569105,2.6276280379723516,1.4777777777777779,1.0847750355120904,1.2131951219512196,0.8865883422096502,0.9845799457994581,1.197298051849699,8.6,17.0,9.0,17.0,9.717992647058823,8.461679710144928,11.209333333333332,9.16412085450781,3.0,6.0,15.586666666666668,11.9348,10.185333333333334,8.925333333333333,16.066,11.976266666666668,3.8,4.4,1.4,3.0
9592470,Mi Is,30435,5043310.0:238727.0:7537004.0:3125562.0:8191868.0:6249256.0:8058924.0:2022957.0:8227974.0:230775.0:1907352.0:8442286.0,Lw Sr Gs,48334,2436405.0:6698110.0:3299407.0:2275097.0:8058903.0:4230127.0:3479860.0:2970652.0:8228100.0:5554142.0:7924048.0:7491385.0,Mi Is,30435,Mi Is,bat,MA Cm Sm Ck Ci,Chennai,2023-05-24,night match,In Pr Le,2023,2050,1.3333333333333333,1.975609756097561,177.86666666666667,0.0,159.10714285714286,35.2,45.6,10.432066549707603,8.80323714927478,7.383984073659325,8.946700174089184,2.0786643591570804,2.244247599417644,1.116441232029138,0.9376943322423953,0.5945367674505413,0.8616583301571279,0.9158941034081012,1.3708073579514566,21.2,21.2,14.0,24.8,8.603784999999998,8.95338095238095,10.484173382173381,8.939396427043217,5.2,7.0,12.556014285714287,10.510555555555555,9.138000000000002,12.097333333333333,13.129166666666666,9.806666666666667,3.0,3.6,2.6,4.4
9128510,Ka Kt Rs,30400,5959834.0:37351.0:4497646.0:1613919.0:4231702.0:1663885.0:1934099.0:3429236.0:8779896.0:2632825.0:7758638.0,Ss Hd,36014,7491294.0:1945355.0:3127354.0:4203499.0:4230127.0:2642751.0:3693654.0:4874820.0:2282125.0:5618038.0:8725709.0,Ss Hd,36014,Ss Hd,field,Be Sm Mi,Mumbai,2022-04-15,night match,In Pr Le,2022,2764,1.7142857142857142,1.4878048780487805,148.86666666666667,100.0,183.625,27.8,14.4,8.786602621483377,8.365878787878788,9.208571428571428,8.20533072662105,1.9361983924004385,2.812394916911046,1.0535403726708075,0.9348387096774193,0.7382480818414322,0.790276963180189,1.0701242236024844,1.037601824698599,17.8,10.0,10.4,5.8,8.61107158119658,9.314960317460315,8.310849999999999,8.1205,6.2,5.0,10.1768,9.979333333333333,10.425,10.871,10.232000000000001,7.802666666666667,4.4,3.8,2.2,3.4
9085222,Le,8301,4873028.0:6176246.0:3218291.0:3643870.0:2658431.0:4887336.0:6003584.0:7651657.0:8845850.0:5554142.0:5528116.0,Ne,8987,4003390.0:1749075.0:3651472.0:5516720.0:125915.0:34061.0:130437.0:6019306.0:4420828.0:2083157.0:2295642.0,Le,8301,Le,bat,Tt Be Nm,Nottingham,2022-06-21,day/night match,Vy Bt,2022,251,0.9090909090909092,2.9047619047619047,157.0,33.33,146.82142857142858,27.6,27.6,8.848120634920635,9.139294247246022,6.508452380952382,5.803694843168527,2.148015873015873,1.9995968992248063,0.7747222222222221,0.9253173596429409,0.5755555555555555,0.5799092516350777,1.1194444444444442,1.1631568314726208,11.2,15.8,16.4,12.0,8.87342819169135,8.588728571428572,8.741583908045977,10.05417857142857,8.8,4.6,9.30825,10.019166666666667,8.650000000000002,9.028,8.881,12.186,3.6,3.8,5.6,0.8
9085320,Ye,10618,6718326.0:1762060.0:3294444.0:2157770.0:6381962.0:6460614.0:5367676.0:5361166.0:8050160.0:7804677.0:4527942.0,Ne,8917,6374878.0:2286472.0:2158869.0:4645304.0:2858904.0:2486896.0:3636821.0:3648203.0:164604.0:2087700.0:2082387.0,Ye,10618,Ne,field,Cy Gd Nn,Northampton,2022-06-24,day/night match,Vy Bt,2022,1637,0.6666666666666666,1.0,157.6,100.0,172.6818181818182,25.6,23.8,9.631389787798408,10.934625,6.128037135278515,5.561124708624709,1.9864809902740936,2.1818589743589745,1.0895137046861185,1.2225757575757576,0.43503978779840846,0.491439393939394,1.0096640141467728,1.0083216783216782,11.2,13.6,14.8,10.2,9.230357142857143,10.719682983682983,10.067714285714285,10.184689855072467,5.4,9.6,10.200821428571428,10.953940476190475,9.674833333333334,10.817,11.855714285714285,10.021,4.0,4.4,1.8,5.2
9516632,Rl Cs Be,30393,1776627.0:313809.0:7861524.0:2275195.0:7586970.0:210328.0:5972868.0:5490666.0:212029.0:6586824.0:2018001.0:2733380.0,Lw Sr Gs,48334,2436405.0:8058903.0:3299407.0:3479860.0:2275097.0:4230127.0:2970652.0:8228100.0:217762.0:5554142.0:2954769.0:7491385.0,Rl Cs Be,30393,Rl Cs Be,bat,Bt Ra Si Al Bi Ve Ea Ct Sm Lw,Lucknow,2023-05-01,night match,In Pr Le,2023,23498,1.125,1.4878048780487805,184.53333333333333,100.0,146.45,43.8,43.8,10.18602855345912,8.448941433694918,8.277825687938895,8.127362363709786,1.9928686868686867,2.0114571648644204,1.285141223556318,0.9739457670545532,0.6093271173271173,0.7645709137175479,1.1413941739602118,1.3326169590643275,26.6,20.2,17.2,23.8,8.298882368421053,8.63053746435053,10.659756825396824,9.255905555555556,5.6,5.2,11.39655,10.08097619047619,10.535833333333333,11.138200000000001,10.834999999999999,11.02,3.4,2.6,2.4,3.4
9272689,Sy Ss,33956,7869987.0:1870357.0:3535783.0:41740.0:3063696.0:34061.0:8146998.0:4756982.0:2790675.0:49496.0:8355808.0,Ae Ss,33914,4239038.0:3710090.0:2285051.0:3681957.0:387778.0:8415854.0:7455818.0:2286388.0:6718844.0:5863290.0:3890998.0,Sy Ss,33956,Ae Ss,field,Il Ss Sm Cs Hr,Coffs Harbour,2023-01-17,night match,Bg Bh Le,2022/23,11206,1.4444444444444444,4.809523809523809,157.8,75.0,151.5,37.8,14.4,8.39180782703886,8.908523554876497,7.550311986863711,6.278268398268398,2.271817968566737,1.8088362617774383,0.8514864336539214,0.9607664884135472,0.5359394792399719,0.6279602750190986,1.2551231527093596,1.0904812834224598,20.2,7.6,17.6,7.0,8.300295852534562,9.79251111111111,8.742012698412697,8.347253246753246,7.0,5.6,7.664,9.17837142857143,7.890000000000001,9.867500000000001,7.961333333333334,8.486666666666668,3.6,3.8,4.2,2.0
9639125,An,293,6818622.0:5554212.0:6450576.0:181404.0:3668356.0:5736016.0:5554282.0:5554254.0:6818776.0:6819238.0:6817628.0,Bh,188,3758565.0:6551978.0:4403419.0:6930230.0:393014.0:8127321.0:4403454.0:6486416.0:2316327.0:2436356.0:3769555.0,Bh,188,Bh,field,St Il Ct Sm,Sylhet,2023-07-16,day/night match,An tr of Bh,2023,10961,0.4666666666666667,0.3442622950819672,152.6,50.0,162.4090909090909,69.4,45.6,7.6545014844804316,9.006022222222223,8.348586618060303,9.16812030075188,2.201724941724941,2.354402673350042,0.8319312266680688,1.0641604010025063,0.6438564943828101,0.5517126148705096,1.00062101641049,1.0892397660818713,30.4,21.2,39.6,24.4,7.691320555555556,9.219660401002507,7.671374842899037,7.593895833333333,11.8,8.2,8.563054761904763,11.894585858585858,8.394075757575758,11.761928571428573,8.5583,8.798619047619047,6.0,4.4,8.0,3.8
9433696,Ex,7258,4489974.0:6065548.0:5406064.0:6364588.0:5788320.0:5436878.0:7671306.0:3030733.0:8044490.0:7688848.0:6258734.0,He,7727,4223883.0:2076192.0:8822729.0:5241564.0:2020332.0:3162487.0:1482249.0:1482998.0:2173688.0:5788418.0:8833075.0,He,7727,He,field,Te Re Bl Sn,Southampton,2023-06-23,day/night match,Vy Bt,2023,8301,1.0666666666666669,1.0,186.2,25.0,146.2,38.4,48.6,9.147991086691087,8.56583662523856,5.89697310819262,7.985879532653726,1.985711903272879,2.1508983847693526,1.0428264689240296,1.072158357771261,0.4515893862235326,0.5465996369222176,1.0003439649781114,1.2478773914257786,20.0,20.6,18.4,28.0,8.824912987012988,8.58675238095238,9.357267167919797,8.773116522988506,9.8,9.4,9.929266666666667,10.5461,9.256385714285713,9.019166666666667,10.449666666666667,11.610333333333333,6.4,4.2,4.8,5.4
9657059,Ra,1350,8058805.0:8089192.0:8089276.0:8058812.0:8964668.0:8913876.0:8058798.0:8089206.0:8964710.0:8058840.0:8913897.0,Ua,251,1634709.0:3719197.0:9663968.0:7906968.0:5120674.0:8246440.0:8246419.0:8964843.0:182986.0:7753549.0:2943443.0,Ua,251,Ra,bat,Ga Cb Gd Ni,Nairobi,2023-06-11,day match,Ua tr of Ka,2023,4913,0.3333333333333333,0.0123456790123456,,0.0,132.0,0.0,2.0,0.0,7.967142857142856,0.0,9.079047619047618,0.0,1.8895238095238096,0.0,1.1504761904761904,0.0,0.5019047619047619,0.0,0.3476190476190476,0.0,1.8,0.0,0.2,0.0,7.858199999999999,0.0,7.793000000000001,0.0,0.4,0.0,8.666,0.0,8.666,0.0,7.043000000000001,0.0,0.4,0.0,0.2
9457468,Cm Cs,40424,7864009.0:4502392.0:6551978.0:2804122.0:5736100.0:393182.0:2820957.0:7084972.0:6149268.0:4403468.0:351448.0,Ca Vs,40298,3758565.0:2263736.0:1965151.0:2331475.0:5771800.0:5017144.0:3850944.0:3850972.0:6528668.0:6931168.0:4769148.0,Ca Vs,40298,Cm Cs,bat,Zr Ad Cy Sm Cm,Chattogram,2023-01-16,night match,Bh Pr Le,2022/23,13530,0.6153846153846154,1.4878048780487805,163.3846153846154,0.0,157.16666666666666,6.6,16.2,9.516933333333332,8.535151785714284,5.626666666666667,7.811666666666667,2.2114285714285717,2.0285714285714285,0.9561904761904761,1.1214285714285714,0.582857142857143,0.7241666666666667,1.3123809523809524,1.3295833333333333,3.2,7.8,3.4,8.6,9.1692,8.103333333333333,10.488133333333334,9.094857142857142,1.8,3.8,9.508666666666667,9.452749999999998,9.508666666666667,9.0012,10.338133333333333,9.865333333333332,1.8,2.8,3.4,2.0
9866373,Oo,18360,2319638.0:8444855.0:4172706.0:7907444.0:6317142.0:7918280.0:8354716.0:7907479.0:3490150.0:7213856.0:4195827.0,Wn,18570,9036516.0:8271969.0:3913447.0:9523954.0:8354786.0:6718410.0:7907486.0:3083667.0:4950294.0:4950266.0:4195708.0,Wn,18570,Oo,bat,Mx Pk Aa,Alexandra,2023-12-28,day/night match,Sr Sh,2023/24,5382,1.4,1.4878048780487805,165.73333333333332,0.0,,7.6,19.8,10.133172619047619,8.201375000000002,7.175,6.74090909090909,2.745833333333333,2.2477272727272726,1.1553571428571427,0.6886363636363637,1.2398809523809526,1.1125,0.9625,1.4375,3.4,11.6,4.2,8.2,10.746190476190476,7.398838624338625,10.810166666666666,8.593483660130719,1.2,2.4,12.384,9.476,12.384,6.398999999999999,10.504,9.476,1.0,2.2,3.2,2.4
9680264,Da Aa,47508,5490596.0:4403531.0:4403545.0:4223883.0:3260564.0:2335381.0:4769148.0:4771780.0:5047300.0:4403573.0:8277716.0,Co Ss,47487,7200598.0:2437021.0:3008291.0:7520344.0:2104416.0:3364234.0:2437049.0:4365878.0:8106629.0:8363578.0:2590293.0,Da Aa,47508,Da Aa,bat,R Pa Sm Co,Colombo,2023-08-12,night match,La Pr Le,2023,7041,1.125,3.857142857142857,148.6,80.0,137.8,26.2,25.0,7.540145543345543,10.657093333333334,7.4449572649572655,7.677326007326006,2.40041514041514,2.2634969474969475,0.5156043956043955,0.9381782661782662,0.5717948717948718,0.9936263736263736,1.2042002442002442,1.0741123321123323,13.2,13.4,13.0,11.8,7.39680909090909,8.69111019490255,6.090809486166007,10.622946969696969,5.6,7.4,6.828444444444445,10.509404761904761,6.3332,8.9375,5.433999999999999,9.818999999999999,3.0,4.2,2.6,3.4
9352356,Ed,20,2082044.0:6282856.0:1655436.0:6381962.0:62432.0:2162782.0:2827327.0:4640824.0:1711492.0:4174932.0:7276380.0,Nw Zd,48,6718326.0:2653993.0:4381761.0:5764576.0:3069954.0:2672214.0:3519011.0:3156033.0:3913475.0:1626561.0:3456424.0,Ed,20,Ed,bat,Od Td Mr,Manchester,2023-09-01,night match,Nw Zd tr of Ed,2023,538,1.15,1.0,169.73333333333332,50.0,149.06666666666666,64.6,67.0,8.71743484126984,8.534546376811594,7.14094680002899,8.692096304788782,2.2318590998043053,2.366639621365788,0.9696333260853807,1.0498603639356792,0.4768923124805477,0.7118277625892936,1.097553108305727,1.2243269541699737,29.0,31.8,35.6,35.2,8.653593608597285,8.62919420289855,8.84398465764978,8.834621062921233,11.4,9.8,8.986146153846153,8.988153846153846,10.95442857142857,8.865,8.531444444444444,9.574571428571428,2.8,5.0,9.4,5.2
9433598,Ne,8917,4873700.0:8040164.0:2286472.0:6640178.0:4645304.0:2157770.0:3216569.0:3648203.0:3636821.0:2082387.0:8040136.0,Ye,10618,1762060.0:1655436.0:8033304.0:1637320.0:8050160.0:3620742.0:1547993.0:7651657.0:5367676.0:4527942.0:8070915.0,Ne,8917,Ne,bat,Hy Ls,Leeds,2023-06-20,day match,Vy Bt,2023,1266,0.8666666666666667,0.7530864197530864,179.4,0.0,169.8,47.2,38.4,9.701127911538052,9.887844678310197,6.853612699193922,5.3399032602326475,2.659510846080719,2.0590822198902488,1.101119836411602,1.0506857561721175,0.5077407135606403,0.6394455175978593,1.230294321426008,0.9945742625876438,25.0,17.0,22.2,21.4,10.019241379310346,9.842634188034188,9.046705738705738,9.907886946386947,8.0,9.0,9.998435714285714,9.757571428571428,11.111533333333332,10.155166666666666,8.458,9.175,6.0,3.8,2.0,5.4
9432989,Bm Bs,10366,2124002.0:7681869.0:3612286.0:3890963.0:8210789.0:8044112.0:1730658.0:7184666.0:2170762.0:3245689.0:2855138.0,Ye,10618,1762060.0:1655436.0:2082044.0:1637320.0:6095508.0:8050160.0:7651657.0:5367676.0:4527942.0:8070915.0:8027396.0,Bm Bs,10366,Ye,field,En Bm,Birmingham,2023-05-20,day/night match,Vy Bt,2023,1161,0.6,1.0,172.0,50.0,148.96666666666667,31.2,18.6,8.673829434697854,9.916204395604396,6.752565124933545,5.163516483516483,2.2564814814814818,1.8688766788766789,1.0346491228070174,1.0183394383394384,0.6227753727753728,0.6037362637362638,1.1467171717171718,1.1000122100122103,15.2,8.4,16.0,10.2,9.204412393162391,9.525650793650794,8.28843492063492,10.209591741591742,7.2,9.6,10.711730158730159,9.733230769230769,10.963916666666666,9.288666666666668,9.832476190476191,9.780045238095237,4.2,5.0,5.0,6.0
9027381,Ad,17583,1945390.0:5764576.0:4949776.0:7873984.0:3935854.0:3913440.0:8765154.0:3456424.0:270262.0:8354835.0:7878765.0,Cy,17653,2659243.0:4381747.0:4381705.0:3682160.0:3834361.0:8706179.0:6739830.0:1495731.0:4136404.0:8482788.0:3834319.0,Cy,17653,Cy,field,En Pk Ad,Auckland,2022-01-07,day/night match,Sr Sh,2021/22,1994,0.75,0.7530864197530864,150.66666666666666,0.0,108.5,13.6,13.2,9.235611111111108,8.550843253968255,7.664175627240144,6.200396825396825,1.9440860215053763,1.8989682539682537,1.0082974910394265,0.9940873015873016,0.7915591397849462,0.5993253968253969,0.9840860215053764,0.9152777777777779,6.2,6.6,7.4,6.6,9.518666666666666,8.610533333333333,9.314333333333334,8.556140548340547,5.2,5.6,8.725955555555554,8.393333333333334,9.274666666666667,8.861,9.285333333333332,8.203166666666666,2.8,2.8,3.6,2.8
